committee,eval_judge,MSD-SP
claude_4_5_haiku+gpt_120b_oss,Claude-Sonnet,0.014402435420795811
claude_4_5_haiku+gpt_5,Gemma-27B,0.01698446342138238
claude_4_5_haiku+gpt_5,Gemma-12B,0.0007598833693009399
claude_4_5_haiku+gpt_5,Gemma-4B,0.1541566709279878
claude_4_5_haiku+gpt_5,Llama-Mav,-0.008184378693336769
claude_4_5_haiku+gpt_5,Llama-Scout,0.034719242667658606
claude_4_5_haiku+gpt_5,Qwen-235B,-0.00873024965720079
claude_4_5_haiku+gpt_5,Qwen-30B,-0.005815015774707388
claude_4_5_haiku+gpt_5,Qwen-4B,0.02407546385313497
claude_4_5_haiku+gpt_5,GPT-120B,-0.015646817318541603
claude_4_5_haiku+gpt_5,Claude-Sonnet,0.0038196731743289428
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Gemma-27B,-0.00043816091301959736
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Gemma-12B,-0.015869467414848848
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Gemma-4B,0.14053907465412235
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Llama-Scout,0.05771070223744865
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Qwen-235B,-0.004006490391529796
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Qwen-30B,-0.016812717732241078
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Qwen-4B,0.0037064268387087818
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,GPT-120B,-0.04145429122274101
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,GPT-5,0.038481591877984465
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct,Claude-Sonnet,0.015187494201951292
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Gemma-27B,0.0007893737017279079
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Gemma-12B,-0.009050504967163336
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Gemma-4B,0.1450087372048098
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Llama-Mav,0.012451838825931205
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Qwen-235B,-0.009699287569684467
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Qwen-30B,-0.021232166745679765
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Qwen-4B,-0.002812037209298124
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,GPT-120B,-0.02900247341615598
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,GPT-5,0.047287993171778564
claude_4_5_haiku+llama_4_scout_17b_16e_instruct,Claude-Sonnet,0.014954713693613252
claude_4_5_haiku+qwen3_235b_instruct,Gemma-27B,0.0010395192234279038
claude_4_5_haiku+qwen3_235b_instruct,Gemma-12B,-0.012288973825071409
claude_4_5_haiku+qwen3_235b_instruct,Gemma-4B,0.1475240250221485
claude_4_5_haiku+qwen3_235b_instruct,Llama-Mav,0.016564369374551996
claude_4_5_haiku+qwen3_235b_instruct,Llama-Scout,0.0537247792547981
claude_4_5_haiku+qwen3_235b_instruct,Qwen-30B,-0.017064570205453544
claude_4_5_haiku+qwen3_235b_instruct,Qwen-4B,0.004445162531406116
claude_4_5_haiku+qwen3_235b_instruct,GPT-120B,-0.04171326855845038
claude_4_5_haiku+qwen3_235b_instruct,GPT-5,0.037215883815844
claude_4_5_haiku+qwen3_235b_instruct,Claude-Sonnet,0.016025916305359225
claude_4_5_haiku+qwen3_30b_instruct,Gemma-27B,0.0003762652212810913
claude_4_5_haiku+qwen3_30b_instruct,Gemma-12B,-0.015098396547301274
claude_4_5_haiku+qwen3_30b_instruct,Gemma-4B,0.14036225774835187
claude_4_5_haiku+qwen3_30b_instruct,Llama-Mav,0.017170788742931015
claude_4_5_haiku+qwen3_30b_instruct,Llama-Scout,0.053363462294275105
claude_4_5_haiku+qwen3_30b_instruct,Qwen-235B,-0.006408726443559776
claude_4_5_haiku+qwen3_30b_instruct,Qwen-4B,-0.00034002285453502146
claude_4_5_haiku+qwen3_30b_instruct,GPT-120B,-0.031086712896991452
claude_4_5_haiku+qwen3_30b_instruct,GPT-5,0.04176723139133709
claude_4_5_haiku+qwen3_30b_instruct,Claude-Sonnet,0.015470000587196928
claude_4_5_haiku+qwen3_4b_instruct,Gemma-27B,0.004360190042089096
claude_4_5_haiku+qwen3_4b_instruct,Gemma-12B,-0.009756553357973707
claude_4_5_haiku+qwen3_4b_instruct,Gemma-4B,0.14368185707802217
claude_4_5_haiku+qwen3_4b_instruct,Llama-Mav,0.006622080330837138
claude_4_5_haiku+qwen3_4b_instruct,Llama-Scout,0.04341710546979982
claude_4_5_haiku+qwen3_4b_instruct,Qwen-235B,-0.008291033622294552
claude_4_5_haiku+qwen3_4b_instruct,Qwen-30B,-0.018313318772443715
claude_4_5_haiku+qwen3_4b_instruct,GPT-120B,-0.022031837399697985
claude_4_5_haiku+qwen3_4b_instruct,GPT-5,0.04729381573200722
claude_4_5_haiku+qwen3_4b_instruct,Claude-Sonnet,0.013053062108903467
claude_4_5_sonnet+gemma_3_12b_it,Gemma-27B,-0.0038086936850478814
claude_4_5_sonnet+gemma_3_12b_it,Gemma-4B,0.15249376083113086
claude_4_5_sonnet+gemma_3_12b_it,Llama-Mav,-0.018181824867800456
claude_4_5_sonnet+gemma_3_12b_it,Llama-Scout,0.02571890880495739
claude_4_5_sonnet+gemma_3_12b_it,Qwen-235B,-0.006648692919915364
claude_4_5_sonnet+gemma_3_12b_it,Qwen-30B,-0.0023639281588214156
claude_4_5_sonnet+gemma_3_12b_it,Qwen-4B,0.040645152948442786
claude_4_5_sonnet+gemma_3_12b_it,GPT-120B,-0.00855099417488805
claude_4_5_sonnet+gemma_3_12b_it,GPT-5,0.04376031317492006
claude_4_5_sonnet+gemma_3_12b_it,Claude-Haiku,0.0018498357299548754
claude_4_5_sonnet+gemma_3_27b_it,Gemma-12B,-0.016353167091336676
claude_4_5_sonnet+gemma_3_27b_it,Gemma-4B,0.15199839644027818
claude_4_5_sonnet+gemma_3_27b_it,Llama-Mav,-0.019549743414072368
claude_4_5_sonnet+gemma_3_27b_it,Llama-Scout,0.026354211520785015
claude_4_5_sonnet+gemma_3_27b_it,Qwen-235B,-0.008750258952665735
claude_4_5_sonnet+gemma_3_27b_it,Qwen-30B,-0.0009009342226848349
claude_4_5_sonnet+gemma_3_27b_it,Qwen-4B,0.03898945679567806
claude_4_5_sonnet+gemma_3_27b_it,GPT-120B,-0.006308410965767081
claude_4_5_sonnet+gemma_3_27b_it,GPT-5,0.04588119320190291
claude_4_5_sonnet+gemma_3_27b_it,Claude-Haiku,0.0006583547039636026
claude_4_5_sonnet+gemma_3_4b_it,Gemma-27B,-0.022172505579786173
claude_4_5_sonnet+gemma_3_4b_it,Gemma-12B,-0.038278969271587276
claude_4_5_sonnet+gemma_3_4b_it,Llama-Mav,-0.009418204097759564
claude_4_5_sonnet+gemma_3_4b_it,Llama-Scout,0.03600783514649164
claude_4_5_sonnet+gemma_3_4b_it,Qwen-235B,-0.0037714657254170336
claude_4_5_sonnet+gemma_3_4b_it,Qwen-30B,0.0025402322717237857
claude_4_5_sonnet+gemma_3_4b_it,Qwen-4B,0.038194018528616036
claude_4_5_sonnet+gemma_3_4b_it,GPT-120B,-0.019843159422102963
claude_4_5_sonnet+gemma_3_4b_it,GPT-5,0.062376943495648055
claude_4_5_sonnet+gemma_3_4b_it,Claude-Haiku,0.009894794046228172
claude_4_5_sonnet+gpt_120b_oss,Gemma-27B,0.001515722907303979
claude_4_5_sonnet+gpt_120b_oss,Gemma-12B,-0.010856202102764417
claude_4_5_sonnet+gpt_120b_oss,Gemma-4B,0.15461826877924859
claude_4_5_sonnet+gpt_120b_oss,Llama-Mav,-0.02702885010798428
claude_4_5_sonnet+gpt_120b_oss,Llama-Scout,0.016970791868618607
claude_4_5_sonnet+gpt_120b_oss,Qwen-235B,-0.00476401222802883
claude_4_5_sonnet+gpt_120b_oss,Qwen-30B,0.001445536159040861
claude_4_5_sonnet+gpt_120b_oss,Qwen-4B,0.033068106397495245
claude_4_5_sonnet+gpt_120b_oss,GPT-5,0.045225684297593154
claude_4_5_sonnet+gpt_120b_oss,Claude-Haiku,0.002614666361782876
claude_4_5_sonnet+gpt_5,Gemma-27B,0.015142902644510958
claude_4_5_sonnet+gpt_5,Gemma-12B,-0.003833273418853894
claude_4_5_sonnet+gpt_5,Gemma-4B,0.16016157359474398
claude_4_5_sonnet+gpt_5,Llama-Mav,-0.02692228792704371
claude_4_5_sonnet+gpt_5,Llama-Scout,0.02031488601495704
claude_4_5_sonnet+gpt_5,Qwen-235B,-0.007511994230892771
claude_4_5_sonnet+gpt_5,Qwen-30B,0.006825934898725128
claude_4_5_sonnet+gpt_5,Qwen-4B,0.03979164074357744
claude_4_5_sonnet+gpt_5,GPT-120B,-0.0014443591231323577
claude_4_5_sonnet+gpt_5,Claude-Haiku,0.002399377281333756
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Gemma-27B,-0.010872915673076827
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Gemma-12B,-0.024376932959835895
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Gemma-4B,0.14957085698524059
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Llama-Scout,0.03764687821032045
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Qwen-235B,-0.0064148272136030915
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Qwen-30B,-0.0007214797051159627
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Qwen-4B,0.03969917622161637
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,GPT-120B,-0.01961550413939831
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,GPT-5,0.0387721073984774
claude_4_5_sonnet+llama_4_maverick_17b_128e_instruct,Claude-Haiku,0.005654312631904836
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Gemma-27B,-0.006787012211842219
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Gemma-12B,-0.015294503059458148
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Gemma-4B,0.15688567481840732
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Llama-Mav,-0.010062892713232019
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Qwen-235B,-0.014748300182057084
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Qwen-30B,-0.007835783946010283
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Qwen-4B,0.03186240532022458
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,GPT-120B,-0.01732605945219825
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,GPT-5,0.04611564302284936
claude_4_5_sonnet+llama_4_scout_17b_16e_instruct,Claude-Haiku,0.004287122423438296
claude_4_5_sonnet+qwen3_235b_instruct,Gemma-27B,-0.008251960973984174
claude_4_5_sonnet+qwen3_235b_instruct,Gemma-12B,-0.019507695812811032
claude_4_5_sonnet+qwen3_235b_instruct,Gemma-4B,0.15781444446264634
claude_4_5_sonnet+qwen3_235b_instruct,Llama-Mav,-0.011937271989330422
claude_4_5_sonnet+qwen3_235b_instruct,Llama-Scout,0.03386737369825771
claude_4_5_sonnet+qwen3_235b_instruct,Qwen-30B,-0.0008448653351984525
claude_4_5_sonnet+qwen3_235b_instruct,Qwen-4B,0.04035978806893953
claude_4_5_sonnet+qwen3_235b_instruct,GPT-120B,-0.017006447017688765
claude_4_5_sonnet+qwen3_235b_instruct,GPT-5,0.034957645995326046
claude_4_5_sonnet+qwen3_235b_instruct,Claude-Haiku,0.006507350049384441
claude_4_5_sonnet+qwen3_30b_instruct,Gemma-27B,-0.010733496194129444
claude_4_5_sonnet+qwen3_30b_instruct,Gemma-12B,-0.02451164866396273
claude_4_5_sonnet+qwen3_30b_instruct,Gemma-4B,0.1500304009210492
claude_4_5_sonnet+qwen3_30b_instruct,Llama-Mav,-0.009324901232869387
claude_4_5_sonnet+qwen3_30b_instruct,Llama-Scout,0.03638078731930136
claude_4_5_sonnet+qwen3_30b_instruct,Qwen-235B,-0.007534042382213099
claude_4_5_sonnet+qwen3_30b_instruct,Qwen-4B,0.03841639094048238
claude_4_5_sonnet+qwen3_30b_instruct,GPT-120B,-0.012888450945585984
claude_4_5_sonnet+qwen3_30b_instruct,GPT-5,0.03796582360564091
claude_4_5_sonnet+qwen3_30b_instruct,Claude-Haiku,0.00495213424849935
claude_4_5_sonnet+qwen3_4b_instruct,Gemma-27B,-0.0019337604788012552
claude_4_5_sonnet+qwen3_4b_instruct,Gemma-12B,-0.01622782850561108
claude_4_5_sonnet+qwen3_4b_instruct,Gemma-4B,0.15518398520702528
claude_4_5_sonnet+qwen3_4b_instruct,Llama-Mav,-0.022866499096269144
claude_4_5_sonnet+qwen3_4b_instruct,Llama-Scout,0.024525848290935598
claude_4_5_sonnet+qwen3_4b_instruct,Qwen-235B,-0.010719000951719584
claude_4_5_sonnet+qwen3_4b_instruct,Qwen-30B,-0.0011835824918829396
claude_4_5_sonnet+qwen3_4b_instruct,GPT-120B,-0.007020204434109983
claude_4_5_sonnet+qwen3_4b_instruct,GPT-5,0.043212770273491324
claude_4_5_sonnet+qwen3_4b_instruct,Claude-Haiku,0.0034746353376356592
gemma_3_12b_it+gemma_3_27b_it,Gemma-4B,0.10913552447839275
gemma_3_12b_it+gemma_3_27b_it,Llama-Mav,-0.04725101453760357
gemma_3_12b_it+gemma_3_27b_it,Llama-Scout,-0.019686177487280132
gemma_3_12b_it+gemma_3_27b_it,Qwen-235B,0.019330092927114198
gemma_3_12b_it+gemma_3_27b_it,Qwen-30B,-0.005071857808560027
gemma_3_12b_it+gemma_3_27b_it,Qwen-4B,-0.011405847844693236
gemma_3_12b_it+gemma_3_27b_it,GPT-120B,0.04401991199980551
gemma_3_12b_it+gemma_3_27b_it,GPT-5,0.128526419521993
gemma_3_12b_it+gemma_3_27b_it,Claude-Haiku,-0.0201327164020918
gemma_3_12b_it+gemma_3_27b_it,Claude-Sonnet,0.0035313472849169414
gemma_3_12b_it+gemma_3_4b_it,Gemma-27B,-0.040136460044929816
gemma_3_12b_it+gemma_3_4b_it,Llama-Mav,-0.012911577259700092
gemma_3_12b_it+gemma_3_4b_it,Llama-Scout,0.01063204818828891
gemma_3_12b_it+gemma_3_4b_it,Qwen-235B,0.03375800170542176
gemma_3_12b_it+gemma_3_4b_it,Qwen-30B,-0.0008848541856133867
gemma_3_12b_it+gemma_3_4b_it,Qwen-4B,-0.011169622108553125
gemma_3_12b_it+gemma_3_4b_it,GPT-120B,-0.010043357530440084
gemma_3_12b_it+gemma_3_4b_it,GPT-5,0.14161742715156925
gemma_3_12b_it+gemma_3_4b_it,Claude-Haiku,0.026864211345486666
gemma_3_12b_it+gemma_3_4b_it,Claude-Sonnet,0.04663681407395945
gemma_3_12b_it+gpt_120b_oss,Gemma-27B,0.014204971521729198
gemma_3_12b_it+gpt_120b_oss,Gemma-4B,0.14871113727955118
gemma_3_12b_it+gpt_120b_oss,Llama-Mav,-0.03927785767797054
gemma_3_12b_it+gpt_120b_oss,Llama-Scout,-0.0027291913926268258
gemma_3_12b_it+gpt_120b_oss,Qwen-235B,0.004737818786767267
gemma_3_12b_it+gpt_120b_oss,Qwen-30B,-0.007915741387634873
gemma_3_12b_it+gpt_120b_oss,Qwen-4B,-0.003533213899425125
gemma_3_12b_it+gpt_120b_oss,GPT-5,0.08077023823805438
gemma_3_12b_it+gpt_120b_oss,Claude-Haiku,-0.0004119323819243431
gemma_3_12b_it+gpt_120b_oss,Claude-Sonnet,0.012552130636310471
gemma_3_12b_it+gpt_5,Gemma-27B,0.024512523262790048
gemma_3_12b_it+gpt_5,Gemma-4B,0.1638113448056465
gemma_3_12b_it+gpt_5,Llama-Mav,-0.028840450067842638
gemma_3_12b_it+gpt_5,Llama-Scout,0.020506634850929406
gemma_3_12b_it+gpt_5,Qwen-235B,-0.008748113225811108
gemma_3_12b_it+gpt_5,Qwen-30B,-0.0012213359996620654
gemma_3_12b_it+gpt_5,Qwen-4B,0.02339000207702055
gemma_3_12b_it+gpt_5,GPT-120B,0.00098027119255812
gemma_3_12b_it+gpt_5,Claude-Haiku,-0.0018125183528778397
gemma_3_12b_it+gpt_5,Claude-Sonnet,-0.005037585971354085
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Gemma-27B,-0.001238973326360717
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Gemma-4B,0.11210604547380662
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Llama-Scout,0.01614067449610583
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Qwen-235B,0.01111574880841408
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Qwen-30B,-0.01399189067802764
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Qwen-4B,-0.011159242434964788
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,GPT-120B,0.007518856856267214
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,GPT-5,0.09479604133631414
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Claude-Haiku,-0.0034371949547501446
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct,Claude-Sonnet,0.011910678921222467
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Gemma-27B,0.0029595583752595675
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Gemma-4B,0.11658441335437647
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Llama-Mav,-0.026988528972596737
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Qwen-235B,0.005059869884974116
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Qwen-30B,-0.021369851554676425
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Qwen-4B,-0.025273837758149842
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,GPT-120B,0.0298635983682283
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,GPT-5,0.11189404582376333
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Claude-Haiku,-0.00392034184591139
gemma_3_12b_it+llama_4_scout_17b_16e_instruct,Claude-Sonnet,0.01561876952288982
gemma_3_12b_it+qwen3_235b_instruct,Gemma-27B,-0.0006434134891443941
gemma_3_12b_it+qwen3_235b_instruct,Gemma-4B,0.13914161689163193
gemma_3_12b_it+qwen3_235b_instruct,Llama-Mav,-0.016203407298994048
gemma_3_12b_it+qwen3_235b_instruct,Llama-Scout,0.015161210089382777
gemma_3_12b_it+qwen3_235b_instruct,Qwen-30B,-0.015270597914564893
gemma_3_12b_it+qwen3_235b_instruct,Qwen-4B,-0.005107337549377547
gemma_3_12b_it+qwen3_235b_instruct,GPT-120B,-0.005824493066180894
gemma_3_12b_it+qwen3_235b_instruct,GPT-5,0.0704080772475523
gemma_3_12b_it+qwen3_235b_instruct,Claude-Haiku,0.012982067676444359
gemma_3_12b_it+qwen3_235b_instruct,Claude-Sonnet,0.01993574410313284
gemma_3_12b_it+qwen3_30b_instruct,Gemma-27B,0.006095031395350047
gemma_3_12b_it+qwen3_30b_instruct,Gemma-4B,0.10770781042070754
gemma_3_12b_it+qwen3_30b_instruct,Llama-Mav,-0.03790878508803695
gemma_3_12b_it+qwen3_30b_instruct,Llama-Scout,-0.010719747085897104
gemma_3_12b_it+qwen3_30b_instruct,Qwen-235B,0.020190578119574337
gemma_3_12b_it+qwen3_30b_instruct,Qwen-4B,-0.015451108679403185
gemma_3_12b_it+qwen3_30b_instruct,GPT-120B,0.03039597223005855
gemma_3_12b_it+qwen3_30b_instruct,GPT-5,0.11951175001933409
gemma_3_12b_it+qwen3_30b_instruct,Claude-Haiku,-0.013452753375199078
gemma_3_12b_it+qwen3_30b_instruct,Claude-Sonnet,0.010580343401887404
gemma_3_12b_it+qwen3_4b_instruct,Gemma-27B,0.018962035519860938
gemma_3_12b_it+qwen3_4b_instruct,Gemma-4B,0.11593440064522872
gemma_3_12b_it+qwen3_4b_instruct,Llama-Mav,-0.0635091367743135
gemma_3_12b_it+qwen3_4b_instruct,Llama-Scout,-0.03454573038489624
gemma_3_12b_it+qwen3_4b_instruct,Qwen-235B,0.023570147949836064
gemma_3_12b_it+qwen3_4b_instruct,Qwen-30B,0.0008641551712792461
gemma_3_12b_it+qwen3_4b_instruct,GPT-120B,0.04160352895047145
gemma_3_12b_it+qwen3_4b_instruct,GPT-5,0.12237338758213284
gemma_3_12b_it+qwen3_4b_instruct,Claude-Haiku,-0.018830507915794825
gemma_3_12b_it+qwen3_4b_instruct,Claude-Sonnet,0.004031066461771093
gemma_3_27b_it+gemma_3_4b_it,Gemma-12B,-0.066384134733563
gemma_3_27b_it+gemma_3_4b_it,Llama-Mav,-0.009454345503255766
gemma_3_27b_it+gemma_3_4b_it,Llama-Scout,0.015912501264477394
gemma_3_27b_it+gemma_3_4b_it,Qwen-235B,0.027188072316943895
gemma_3_27b_it+gemma_3_4b_it,Qwen-30B,-0.0026087435754487192
gemma_3_27b_it+gemma_3_4b_it,Qwen-4B,-0.012191169447905097
gemma_3_27b_it+gemma_3_4b_it,GPT-120B,-0.00519534725015347
gemma_3_27b_it+gemma_3_4b_it,GPT-5,0.13539553683981576
gemma_3_27b_it+gemma_3_4b_it,Claude-Haiku,0.03228711948446092
gemma_3_27b_it+gemma_3_4b_it,Claude-Sonnet,0.05116729014187829
gemma_3_27b_it+gpt_120b_oss,Gemma-12B,-0.00033769160718509494
gemma_3_27b_it+gpt_120b_oss,Gemma-4B,0.14605653127843418
gemma_3_27b_it+gpt_120b_oss,Llama-Mav,-0.03933586855980156
gemma_3_27b_it+gpt_120b_oss,Llama-Scout,-0.0023402656334795546
gemma_3_27b_it+gpt_120b_oss,Qwen-235B,0.003968084664484263
gemma_3_27b_it+gpt_120b_oss,Qwen-30B,-0.009777445087400694
gemma_3_27b_it+gpt_120b_oss,Qwen-4B,-0.004971625684702594
gemma_3_27b_it+gpt_120b_oss,GPT-5,0.08040339350231498
gemma_3_27b_it+gpt_120b_oss,Claude-Haiku,0.0009218677497769834
gemma_3_27b_it+gpt_120b_oss,Claude-Sonnet,0.014919744187636585
gemma_3_27b_it+gpt_5,Gemma-12B,0.009770372229110924
gemma_3_27b_it+gpt_5,Gemma-4B,0.1613710379017848
gemma_3_27b_it+gpt_5,Llama-Mav,-0.028961244834546263
gemma_3_27b_it+gpt_5,Llama-Scout,0.022148134377530604
gemma_3_27b_it+gpt_5,Qwen-235B,-0.00983547252988437
gemma_3_27b_it+gpt_5,Qwen-30B,-0.0022475598940776276
gemma_3_27b_it+gpt_5,Qwen-4B,0.022904916531550606
gemma_3_27b_it+gpt_5,GPT-120B,0.001926713362385196
gemma_3_27b_it+gpt_5,Claude-Haiku,-0.0015849406438338542
gemma_3_27b_it+gpt_5,Claude-Sonnet,-0.002536168839872295
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Gemma-12B,-0.0240797772913421
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Gemma-4B,0.10503644396911038
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Llama-Scout,0.01985675990717034
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Qwen-235B,0.010920250089971828
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Qwen-30B,-0.008951037158074635
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Qwen-4B,-0.010718080620162402
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,GPT-120B,0.005796708960759761
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,GPT-5,0.09173159924359547
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Claude-Haiku,0.004019388630011944
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,Claude-Sonnet,0.019105324323418715
